0,0,established
0,1,no_option
0,2,nano
0,3,nano
0,4,no_option
0,5,nano
0,6,no_option
0,7,no_option
0,8,celebrity
0,9,celebrity
0,10,emerging
0,11,celebrity
0,12,established
1,0,nano
1,1,emerging
1,2,nano
1,3,emerging
1,4,emerging
1,5,no_option
1,6,no_option
1,7,nano
1,8,emerging
1,9,established
1,10,celebrity
1,11,celebrity
1,12,nano
2,0,celebrity
2,1,no_option
2,2,emerging
2,3,emerging
2,4,nano
2,5,no_option
2,6,established
2,7,nano
2,8,celebrity
2,9,celebrity
2,10,established
2,11,nano
2,12,celebrity
3,0,emerging
3,1,emerging
3,2,established
3,3,no_option
3,4,celebrity
3,5,nano
3,6,nano
3,7,established
3,8,emerging
3,9,nano
3,10,no_option
3,11,emerging
3,12,emerging
